brand_id,brand_name,brand_industry,brand_budget,brand_email,influencer_id,influencer_name,influencer_category,followers_count,engagement_rate,trending_points,avg_views,avg_likes,avg_comments,past_campaign_success
199,Harris Group,Technology,765904,jason81@example.net,1199,Terry Jones,Fitness,670347,5.0,90,439338,3740,2342,0.71
200,Mccullough-Malone,Automotive,1109808,brendanbaker@example.org,1200,Stephen Young,Tech,260295,4.9,93,226296,32050,1611,0.79
201,Jones Ltd,Health & Wellness,1603221,sarah33@example.net,1201,Jonathan Turner,Automotive,642519,2.2,53,37001,20120,2158,0.77
202,Bates-Parks,Entertainment,1282441,ihoover@example.com,1202,Cory Nguyen,Tech,653571,5.0,92,352638,16994,2276,0.73
203,Kelly and Sons,Apparel,1205568,noah51@example.com,1203,Anthony Caldwell,Travel,84463,4.3,61,36372,10056,979,0.74
204,Costa PLC,Beverages,151152,vwilliams@example.com,1204,Jose Stanley,Food,896670,5.8,73,294177,24341,598,0.66
205,Kline PLC,Apparel,235226,cynthia02@example.org,1205,Jenna King,Food,348461,4.8,67,358981,41798,2159,0.83
206,Ho-Davis,Apparel,360271,zacharyporter@example.com,1206,Christian Walker,Automotive,18196,2.9,84,191171,32369,2899,0.85
207,Ballard-Salazar,Health & Wellness,566039,mitchellkyle@example.org,1207,Julie Thompson,Tech,193037,4.2,52,183534,13957,2360,0.65
208,Lowe PLC,Apparel,1032317,dboyd@example.net,1208,Valerie Yu,Food,991447,4.4,65,358449,36239,2520,0.72
209,Gordon-Hinton,Automotive,1104429,fyoung@example.net,1209,Timothy Crane,Tech,45767,4.2,95,126784,5437,2721,0.79
210,"Burch, Smith and Greer",Beverages,208515,anitadrake@example.org,1210,Jason Boone,Automotive,843480,4.2,93,292428,45061,2548,0.94
211,"Thomas, Galvan and Barnes",Health & Wellness,364833,sarah74@example.net,1211,Kellie Johnson,Sports,481734,4.1,77,351730,8516,2640,0.83
212,"Mora, Stevens and Hart",Apparel,381464,laurenjohnson@example.org,1212,Christina Molina,Fitness,827597,4.8,71,77114,33793,2826,0.54
213,"Torres, Newman and Smith",Fashion,1706762,michelle78@example.org,1213,Jade Johnson,Travel,993821,5.4,72,410711,21893,2324,0.81
214,"Edwards, Dixon and Morales",Food & Beverage,644851,kimberlyferguson@example.org,1214,Debra Lawson,Food,370998,5.8,94,335165,6755,1455,0.79
215,Harris-Levine,Automotive,1425124,cynthia41@example.org,1215,Katherine Sweeney,Travel,702275,2.3,66,259404,26379,908,0.77
216,"Swanson, Lee and Simmons",Entertainment,1761453,kennedyjason@example.com,1216,Isaiah Farmer,Travel,42481,3.9,81,246736,45452,2338,0.79
217,Day Inc,Fashion,594533,jfoley@example.org,1217,Allison Hernandez,Food,153090,4.3,83,187187,7814,856,0.72
218,Contreras Ltd,Fashion,788143,ryanjames@example.org,1218,Charles Young,Automotive,360342,5.4,90,255997,47520,126,0.8
219,Scott LLC,Technology,1930555,pestrada@example.com,1219,Lisa Robertson,Fashion,47160,2.3,51,456489,11544,1466,0.73
220,Crawford Inc,Apparel,605400,timothy86@example.com,1220,David Davis,Lifestyle,86956,3.4,74,344491,15152,1893,0.61
221,Brown-Mann,Apparel,154026,katrina40@example.org,1221,Joshua Miller,Sports,210833,4.2,73,468935,1999,91,0.86
222,"Salas, Taylor and Mcclain",Beverages,1595396,richard38@example.com,1222,Justin Murphy,Automotive,349255,2.8,74,493643,27592,824,0.58
223,Mcguire-Tucker,Automotive,1397898,cassandrahill@example.net,1223,Jessica Davis,Automotive,912935,2.1,73,278947,2511,1032,0.66
224,Morrison Ltd,Automotive,912888,stewartadam@example.com,1224,Mr. Christopher Rodriguez,Fitness,728183,2.2,69,292471,24126,296,0.85
225,Mills-Smith,Health & Wellness,1245949,matthewadams@example.net,1225,Jessica Perkins,Automotive,73868,5.6,65,161398,34588,1790,0.85
226,Robinson-Perez,Apparel,1559028,cheryl00@example.net,1226,Henry Bailey,Automotive,818057,4.5,64,464540,21396,2151,0.66
227,Hayes PLC,Entertainment,885472,nicholspaul@example.net,1227,Joseph Medina,Sports,948606,3.8,77,9732,22143,2011,0.57
228,Gibbs Ltd,Technology,1793240,brenda43@example.net,1228,Erin Maldonado,Sports,366604,3.1,64,292014,37426,2012,0.91
229,"Davis, Lloyd and Gonzales",Automotive,731817,usmith@example.net,1229,Ryan Hicks,Fitness,340031,3.8,87,412443,34420,1039,0.54
230,Lloyd-Griffin,Apparel,143731,hmartin@example.net,1230,Terry Jones,Tech,929096,2.8,72,308137,31224,358,0.81
231,Garrison-Smith,Technology,1225433,danielleadams@example.com,1231,Matthew Barrera,Food,144721,3.2,60,245592,41931,1954,0.51
232,Morris Ltd,Technology,426304,joshuathomas@example.org,1232,Sheryl Gardner,Fashion,423822,5.4,91,120206,33199,806,0.8
233,Bradshaw Group,Beverages,196634,juan84@example.net,1233,Bobby Brooks,Fashion,116456,3.7,66,471732,1214,711,0.55
234,Schwartz PLC,Automotive,345752,larrymorgan@example.org,1234,Chelsea Allen,Fashion,224409,5.3,86,204556,15527,2581,0.89
235,"Williams, Lopez and Ramirez",Beverages,1754126,xsmith@example.com,1235,Dale Myers,Tech,419238,2.1,85,135116,40032,1193,0.91
236,"Ashley, Ferguson and Nguyen",Entertainment,1759713,gsmith@example.org,1236,Robert Walls,Fitness,345372,5.9,84,44336,9281,206,0.56
237,Jones-Ponce,Health & Wellness,536156,zjones@example.net,1237,Vicki Thomas,Food,378465,5.8,84,463685,11554,282,0.72
238,Myers-Pham,Automotive,1284813,arthur77@example.net,1238,David Phillips,Lifestyle,541574,3.8,92,416138,45043,106,0.69
239,"Porter, Smith and Castillo",Automotive,375395,jonesheather@example.com,1239,Ashley Evans,Sports,681252,2.0,95,305762,20328,1755,0.73
240,Lane Group,Automotive,228917,richardjordan@example.com,1240,Breanna Rodriguez,Tech,985373,5.1,61,90524,38338,2912,0.71
241,"Johnson, Dunn and Cook",Entertainment,484620,stephenmay@example.net,1241,Heidi Jackson,Travel,381950,3.1,64,45852,33065,893,0.88
242,"Rice, Flores and Russo",Fashion,1877735,lbrown@example.net,1242,Norman Garcia,Automotive,233072,5.6,69,268460,28308,1038,0.83
243,"Johnson, Gates and Williams",Technology,1306394,kjordan@example.net,1243,Melanie English,Lifestyle,420054,4.4,54,106918,47496,2827,0.91
244,"Matthews, Stewart and Dawson",Technology,135314,kaylaparker@example.net,1244,Crystal Collins,Automotive,246605,4.9,70,263983,46403,756,0.53
245,Schultz-Hill,Health & Wellness,371515,erinrobinson@example.com,1245,Jordan Phillips,Fashion,842524,4.2,75,257406,39974,2129,0.75
246,Baldwin-Hammond,Health & Wellness,1941972,zlewis@example.com,1246,Randy Howard,Food,557661,4.3,62,34916,49681,884,0.77
247,Long LLC,Food & Beverage,1884068,stewartbradley@example.com,1247,Connor Hoffman,Fitness,145391,4.9,74,347449,17974,1528,0.81
248,Gonzalez Inc,Beverages,195335,shernandez@example.com,1248,Mary Gibson,Food,765541,5.8,62,94378,31875,208,0.89
249,Marshall PLC,Apparel,273194,kimberlyjohnson@example.org,1249,Carly Vincent,Sports,161679,3.2,90,484036,20874,2232,0.51
250,Vaughan-Estrada,Beverages,1523871,chasegarza@example.net,1250,Derrick Williams,Lifestyle,381343,3.6,62,432132,16592,243,0.91
251,"King, Benson and Morrow",Technology,71340,zburns@example.com,1251,Ronald Hayes,Tech,100062,2.0,76,403668,35673,2582,0.7
252,"Norton, Rodriguez and Clark",Health & Wellness,1529988,james22@example.org,1252,Mary Richardson,Lifestyle,285094,5.6,78,420667,21499,380,0.7
253,"Carney, Flores and Smith",Entertainment,928475,susan45@example.com,1253,Matthew Jones,Lifestyle,991784,5.1,93,421384,47062,2633,0.91
254,Dunn-Green,Health & Wellness,300234,mlee@example.com,1254,Kathleen Stewart,Fitness,565669,3.2,87,382127,31296,1410,0.63
255,Hines Ltd,Entertainment,645501,denisewilliams@example.com,1255,Dillon Anderson,Fashion,519521,3.5,77,215352,49645,1190,0.52
256,"Blake, Sparks and Wagner",Apparel,259654,michelle48@example.com,1256,Ana Kirk,Travel,867794,5.6,89,148314,41009,2726,0.68
257,Ford-Glover,Technology,1275665,uhudson@example.net,1257,Timothy Taylor,Tech,887472,3.1,70,381695,5724,2119,0.78
258,Ayala and Sons,Automotive,1757742,tamara85@example.com,1258,Jennifer Valentine,Tech,423238,2.0,88,205299,4910,305,0.62
259,Dougherty-Brown,Fashion,259719,megan02@example.net,1259,Chris Peck,Fashion,916887,5.3,53,480055,17133,2953,0.61
260,Martin Ltd,Beverages,1136684,davidgarcia@example.net,1260,Donna Williams,Tech,501724,3.0,51,22081,2013,457,0.9
261,Fletcher-Clark,Fashion,1523315,james92@example.com,1261,Alexis Campbell,Lifestyle,109789,5.3,70,114416,13662,2839,0.68
262,Norman PLC,Apparel,1430097,bartonbrian@example.org,1262,Charles Smith,Travel,732101,3.4,94,255411,48110,1410,0.9
263,"Mcdaniel, Contreras and Humphrey",Automotive,357899,lsmith@example.net,1263,Susan Peters,Fashion,467546,5.4,66,385050,13043,647,0.68
264,Gould Ltd,Food & Beverage,1165406,rodriguezthomas@example.net,1264,Craig Burke,Sports,983430,5.6,84,97269,42543,2254,0.68
265,Buckley-Valencia,Technology,267338,jessica59@example.net,1265,Rebecca Wyatt MD,Fitness,409559,5.0,77,260516,40682,430,0.65
266,Hanna-Baker,Technology,152170,joshuasullivan@example.org,1266,James Mendoza,Tech,816983,5.5,79,204852,35946,2101,0.68
267,Larson Ltd,Technology,1673106,jonathon15@example.net,1267,Jessica Gardner,Sports,259946,4.4,76,34675,36300,2306,0.81
268,Welch-Sims,Automotive,715213,vwilliams@example.org,1268,Jacob Vance,Lifestyle,107549,3.1,66,219561,5630,550,0.79
269,Lopez-Hill,Fashion,866865,michellecooper@example.org,1269,Jose Hopkins,Sports,605146,3.9,64,274639,29775,1085,0.85
270,Collier-Bennett,Apparel,1351245,samuelthompson@example.org,1270,Jesse Scott,Food,997708,4.4,84,162385,38441,2610,0.51
271,"Dillon, Holmes and Chambers",Entertainment,687572,irwinchristian@example.net,1271,Whitney Beltran,Fashion,863260,3.7,86,169295,2306,1130,0.87
272,Le PLC,Fashion,373194,mccannalexis@example.com,1272,Nathaniel Martinez,Tech,831484,2.0,52,497046,28896,2834,0.57
273,"Johnson, Rowe and Mullins",Technology,503312,dickersonrobert@example.com,1273,Robert Williams,Fashion,827367,5.3,59,462266,25176,1576,0.63
274,Myers-Robinson,Beverages,554177,skelly@example.org,1274,Brittany Wyatt,Tech,479227,3.9,91,166497,26435,835,0.51
275,"Sullivan, Zamora and Perez",Food & Beverage,1907140,jillbryant@example.com,1275,Jennifer Suarez,Lifestyle,108470,5.4,95,366810,48599,2551,0.73
276,Griffith Group,Technology,960576,christopher34@example.net,1276,John Hobbs,Fashion,757710,3.9,66,340602,1218,2720,0.92
277,Moore-Strickland,Fashion,1311469,jeffrey41@example.org,1277,Robert Castillo,Tech,401359,4.2,95,75335,20469,1461,0.92
278,Cole Inc,Food & Beverage,1865261,christine20@example.com,1278,Alicia Hernandez,Automotive,945554,5.0,68,280528,43670,2130,0.7
279,Cervantes PLC,Beverages,1526096,ncox@example.net,1279,Taylor Allen,Automotive,707342,2.6,84,175737,43099,655,0.53
280,Giles-Calhoun,Beverages,1518574,thomaskennedy@example.org,1280,Anthony Stewart DVM,Fashion,851308,5.0,57,313448,22253,1481,0.64
281,Ford-Dennis,Beverages,1118380,rogersbonnie@example.net,1281,Kathy Cervantes,Fitness,778513,5.5,87,391366,29078,2236,0.82
282,Gonzalez Ltd,Health & Wellness,579029,joseph61@example.org,1282,Julie Reed,Sports,138988,4.5,84,207560,45053,296,0.93
283,Fisher-Gardner,Food & Beverage,1831028,robert75@example.org,1283,Dustin Fowler,Automotive,484906,3.7,69,439779,45327,2659,0.58
284,James LLC,Fashion,658996,mayjesse@example.org,1284,Emily Allen,Fitness,522965,5.2,63,49014,37415,993,0.75
285,Myers PLC,Entertainment,1774110,daniel88@example.org,1285,Anthony Ramos,Lifestyle,934525,5.4,74,452623,10622,2351,0.77
286,"Ortiz, Weber and Harrison",Food & Beverage,183221,jacobsmark@example.net,1286,Jesse Carter,Sports,151599,4.0,50,479287,44872,1959,0.85
287,Davis and Sons,Entertainment,206433,maryadams@example.com,1287,Samuel Tyler,Sports,92424,5.7,69,153386,47398,686,0.65
288,Hunt PLC,Fashion,922019,deborahfreeman@example.com,1288,Samantha Nelson,Travel,238039,3.6,66,426029,8067,986,0.51
289,"Mitchell, Wilson and Parrish",Technology,1250484,richardmedina@example.net,1289,Mario Ellis,Food,250538,2.5,75,476283,46736,1281,0.84
290,Mccormick-Sparks,Beverages,793137,wlove@example.com,1290,William Krause,Automotive,417819,4.9,91,418073,19097,75,0.68
291,"Santiago, Erickson and Doyle",Beverages,1154361,kwood@example.com,1291,Ariel Foster,Sports,349223,5.9,70,423248,46570,2864,0.69
292,Mora Ltd,Apparel,276666,cgarcia@example.com,1292,Gary Dougherty,Automotive,224679,5.0,50,284602,47802,1364,0.66
293,Guzman-Benson,Fashion,933673,michaelhahn@example.org,1293,Timothy Hawkins,Food,564621,3.9,63,430455,15701,1851,0.61
294,Brown-Cole,Technology,1824274,james43@example.org,1294,Stanley Pineda,Food,524515,4.6,53,49808,26039,1782,0.7
295,"Cunningham, Patel and Young",Technology,681147,flynnchristopher@example.net,1295,Brian Mccullough,Travel,739885,2.1,74,8864,43094,1617,0.79
296,Fleming-Ellis,Technology,1564122,kjoseph@example.net,1296,Haley Reynolds,Tech,248222,4.4,77,76311,11078,2330,0.57
297,James-Howard,Health & Wellness,689372,david82@example.net,1297,Angela Jackson,Automotive,326790,5.5,62,434843,14616,2543,0.86
298,Lopez Group,Health & Wellness,1510721,theresa93@example.com,1298,Roger Roach,Travel,896256,5.6,56,182855,19409,530,0.65
299,Davis-Miles,Entertainment,449302,martincory@example.org,1299,Misty May,Tech,43846,5.0,66,493756,29428,1877,0.8
300,"Benson, Fox and Bates",Technology,1474707,johnsonnathan@example.com,1300,Mary Anderson,Travel,727558,3.9,83,249266,42493,1188,0.58
301,Frazier Group,Apparel,1773464,james20@example.org,1301,Ashley Anderson,Food,66978,4.2,50,37820,39056,1729,0.7
302,Noble PLC,Fashion,159948,fgarrett@example.com,1302,Joseph Woods,Travel,839921,3.7,89,69928,45230,1759,0.89
303,"Huerta, Smith and Richmond",Entertainment,1947347,jonathanschwartz@example.net,1303,Teresa Miller,Fashion,135698,4.3,50,272350,9901,1555,0.58
304,Johnson-Wilson,Automotive,534747,mary33@example.com,1304,Kelli Bryant,Fitness,116097,5.3,59,135183,29252,1104,0.62
305,Jones-Fowler,Health & Wellness,716856,fletcherclaudia@example.org,1305,Jonathan Watson,Lifestyle,556140,3.7,87,232021,18858,540,0.88
306,Watson-Tanner,Automotive,234167,aaron16@example.com,1306,James Humphrey,Automotive,626681,5.6,58,458794,18338,1443,0.84
307,Martinez-Chen,Automotive,1415607,rsantos@example.com,1307,Kayla Conner,Travel,196391,4.5,74,198775,35711,1962,0.82
308,Anderson PLC,Automotive,832300,jose60@example.com,1308,Angela Brown,Fitness,166794,5.7,62,259827,22153,973,0.73
309,"Branch, Vaughan and Berry",Technology,1942772,travisdavis@example.com,1309,Dylan Mayer,Travel,175757,4.5,89,274411,45422,2965,0.9
310,Dillon-Morse,Technology,64708,schultzvictoria@example.com,1310,Joe Richard,Food,88105,2.8,62,377263,3757,1339,0.51
311,Santos PLC,Automotive,661568,kevin26@example.net,1311,Paula Baxter,Fashion,797368,2.1,81,35865,43966,1414,0.93
312,Robinson Group,Fashion,153648,laurenbarnett@example.com,1312,Sara Valentine,Travel,826913,5.5,89,383233,28487,2459,0.7
313,Reynolds Ltd,Health & Wellness,282330,jamesjackie@example.com,1313,Isabel Smith,Sports,47881,3.0,52,304524,6595,2401,0.72
314,Hernandez-Johnson,Fashion,831249,chelseahensley@example.org,1314,Katherine Rich,Fitness,962373,4.4,88,325942,29045,864,0.83
315,Martinez-Cohen,Beverages,752195,fcarr@example.net,1315,Carl Colon,Tech,208873,2.6,95,488772,38103,1160,0.94
316,Cook-Dillon,Apparel,555943,sanderscarrie@example.org,1316,Debra Cantu,Fashion,315743,2.2,78,389710,43098,1307,0.93
317,Torres-Rodriguez,Automotive,1669489,peggymartin@example.com,1317,Dana Gordon,Food,453332,3.4,72,484477,42514,2955,0.82
318,Garza PLC,Technology,1977133,stevenparks@example.org,1318,Nina Ho,Fitness,604460,4.4,69,290850,48157,2403,0.76
319,"Cochran, Becker and Zuniga",Technology,1450412,shawn67@example.com,1319,Rebecca Perez,Fashion,650851,2.1,80,77932,15237,2844,0.51
320,"Horn, Wilson and Stevens",Entertainment,1039807,kjones@example.com,1320,John Brown,Automotive,597630,4.4,53,229312,16128,1962,0.62
321,Murray-Blair,Apparel,1305247,hannah08@example.net,1321,Meghan Beck,Lifestyle,573603,3.9,50,243753,2657,1770,0.56
322,"King, Hudson and Mendoza",Health & Wellness,1183971,jimmyblevins@example.org,1322,Chelsea Ryan,Automotive,95748,5.4,87,351506,31751,2790,0.56
323,Howard Ltd,Technology,214113,simsderek@example.com,1323,Mark Avila,Sports,667115,4.4,74,228564,26882,139,0.8
324,Bradley-Reed,Entertainment,210363,aaron50@example.org,1324,Patrick Singleton DDS,Food,568091,4.5,85,364788,3972,2730,0.63
325,"Moreno, Waters and Anderson",Apparel,1879350,burtontoni@example.net,1325,Sharon Jimenez,Sports,159517,4.9,57,248763,48532,1979,0.63
326,Hancock-Russell,Entertainment,1045817,brownregina@example.org,1326,Michael Edwards,Fashion,684435,3.6,66,359710,19761,759,0.52
327,"Rivera, Little and Long",Fashion,787688,onguyen@example.net,1327,Brian Snyder,Food,420207,3.7,87,128933,49862,2368,0.68
328,"Cruz, Davis and Lam",Technology,309741,ramirezvanessa@example.net,1328,Justin Jacobson,Lifestyle,214252,2.1,62,439253,2350,1090,0.76
329,Johnson LLC,Beverages,730844,johnmitchell@example.org,1329,Vanessa Keller,Lifestyle,815025,4.4,92,452556,14704,2172,0.86
330,Baker LLC,Automotive,837043,crodriguez@example.org,1330,Lee Byrd,Tech,297917,5.8,66,14502,22683,994,0.85
331,Gonzales-Butler,Food & Beverage,1925457,frank29@example.org,1331,Theresa Deleon,Fashion,629830,5.0,60,251479,16243,2560,0.64
332,Hill-Miller,Automotive,1039702,boltonnathan@example.net,1332,Colleen Campbell,Food,769281,3.3,67,127797,12014,2970,0.56
333,Walker-Flores,Apparel,1191247,alexanderlori@example.org,1333,Eric Miller,Automotive,60813,2.8,80,486851,41420,2226,0.9
334,"White, Sharp and Harris",Food & Beverage,1478314,karen50@example.org,1334,Jay Price,Automotive,552310,5.4,72,380649,37242,579,0.84
335,Morgan LLC,Entertainment,1160726,lvargas@example.org,1335,Felicia Bond,Fashion,279609,5.1,52,269927,21683,2329,0.66
336,Burnett Group,Food & Beverage,1330024,ramirezsteven@example.com,1336,Emily Russo,Food,455554,3.0,85,489008,2604,1796,0.53
337,Evans-Fisher,Fashion,946799,claudiaburns@example.com,1337,Emily Middleton,Fashion,395846,5.2,69,116502,38713,790,0.59
338,Williams-Taylor,Technology,765626,ayoung@example.net,1338,Wendy Mcguire,Sports,876004,4.9,87,269223,49446,2407,0.86
339,Wells-Galloway,Technology,1202559,collincummings@example.net,1339,Joanne Smith,Travel,63065,4.6,94,380595,20169,1139,0.82
340,Peterson and Sons,Technology,1019089,brooksamanda@example.org,1340,Arthur Reed,Automotive,178118,5.2,82,263615,7646,2267,0.75
341,"Harris, Williams and Bryant",Technology,410890,nicholsrichard@example.org,1341,Elizabeth Hayes,Lifestyle,921260,4.4,80,241867,33450,1111,0.68
342,Harper and Sons,Apparel,1107471,jillbright@example.com,1342,Laura Keller,Food,346241,3.9,51,96500,18113,2762,0.86
343,Chavez Ltd,Fashion,477278,jenniferingram@example.org,1343,Charles Gallegos,Fitness,647922,3.5,89,456857,46572,1534,0.94
344,Spencer Ltd,Health & Wellness,1070815,caroltyler@example.net,1344,Brian Woods,Fitness,707915,5.8,90,255264,11109,1699,0.83
345,Vasquez-Maddox,Fashion,1413203,lynn64@example.org,1345,John Simmons,Sports,180039,2.9,95,148796,20990,485,0.86
346,Colon-Ortega,Automotive,1037535,kevin71@example.com,1346,Matthew Lopez,Tech,224502,4.8,61,152611,13285,1807,0.68
347,"Mosley, Jones and Black",Apparel,1545277,gabrielle18@example.com,1347,Kathryn Butler,Tech,560815,3.1,71,107595,34895,1254,0.9
348,Henderson Ltd,Food & Beverage,56118,michelle82@example.org,1348,Jennifer Baker,Travel,181404,2.7,59,218901,30848,2706,0.93
349,"Miller, Hernandez and Smith",Fashion,254781,jacobsonjohn@example.org,1349,Jesus Stout,Tech,913457,2.4,64,175875,25511,1658,0.56
350,Brown-Benson,Technology,1936922,mariaashley@example.org,1350,David Webb,Food,406911,2.6,95,70817,28035,2520,0.8
351,"Howard, Smith and Garza",Apparel,1413054,edward51@example.com,1351,Robert Evans,Fitness,694756,2.7,57,43428,14479,1352,0.93
352,"Monroe, Wilson and Flores",Food & Beverage,1834139,jhale@example.org,1352,Linda Santana,Automotive,312880,5.7,66,254042,1049,926,0.6
353,"Hunter, Hunt and Jordan",Apparel,1912031,ijoyce@example.com,1353,Brenda Waters,Travel,772693,3.5,91,204765,7423,2621,0.59
354,Peterson PLC,Fashion,647129,bjames@example.com,1354,James Campbell,Travel,278339,2.2,78,326032,6662,184,0.85
355,"Hernandez, Perkins and Wagner",Entertainment,1315608,nicolelewis@example.org,1355,Ryan Horton,Lifestyle,210506,4.7,51,99487,9319,959,0.9
356,"Porter, Thompson and Fuentes",Technology,1536459,jonmartinez@example.com,1356,Jill Villa,Sports,778548,4.0,83,14165,21976,2634,0.73
357,Hopkins-Kelly,Technology,1564794,cherylfitzgerald@example.org,1357,Susan Rios,Lifestyle,805632,2.5,79,491319,21875,675,0.55
358,Martinez-Weiss,Automotive,746124,adam87@example.net,1358,Thomas Hess,Food,837663,2.6,93,315177,17401,1744,0.71
359,Sosa-Newman,Technology,821341,ngarcia@example.net,1359,Tina Escobar,Fashion,373723,3.1,61,431392,45642,2977,0.57
360,"Jackson, Stout and Ramirez",Beverages,1988771,david24@example.org,1360,Carolyn Russell,Travel,537019,2.0,53,126013,41931,2807,0.63
361,"Smith, Curtis and Macias",Technology,1991593,vjordan@example.com,1361,Jennifer Archer,Tech,973362,3.1,88,252219,1736,1561,0.58
362,Frank-Smith,Health & Wellness,1665666,colleen42@example.org,1362,Kevin Perez,Automotive,936549,5.9,61,181517,47877,2569,0.67
363,"Adams, Stephens and Rasmussen",Food & Beverage,1473077,qhardy@example.org,1363,Christopher Sellers,Travel,155833,2.1,85,294456,6717,445,0.65
364,Clark LLC,Fashion,692501,curtishannah@example.com,1364,Brent Russell,Travel,476328,5.5,87,362707,15620,768,0.92
365,Robles-Mendoza,Fashion,1491192,courtneyburnett@example.com,1365,Juan Mendoza,Lifestyle,42144,6.0,93,42593,18736,960,0.61
366,Owens-Kim,Food & Beverage,1802180,wilsonseth@example.org,1366,Grace Johnson,Tech,899695,2.8,60,128174,48209,136,0.87
367,"Hernandez, Gibson and Wilson",Health & Wellness,85198,donald44@example.com,1367,Rachel Perez,Fashion,267072,5.8,74,338375,34523,92,0.83
368,Francis Group,Health & Wellness,498254,briannafisher@example.com,1368,Dr. Patricia Smith,Sports,511176,4.1,91,86287,49479,529,0.76
369,Hall PLC,Health & Wellness,1073886,nsanchez@example.com,1369,Patrick Estrada,Travel,831120,3.0,95,349427,1561,2124,0.66
370,"Mccullough, Davis and Mitchell",Beverages,702016,bryan53@example.com,1370,Yvonne Perry,Fashion,922138,5.7,50,448452,19056,1086,0.81
371,Brock-Reeves,Health & Wellness,830817,timothy86@example.net,1371,Wendy Mann,Food,868277,5.6,82,49869,39145,1125,0.82
372,Lewis-Anderson,Fashion,382044,alan47@example.org,1372,David Wilson,Automotive,73111,4.6,95,404560,12672,1632,0.53
373,Richard Group,Entertainment,233814,diane96@example.org,1373,Patrick Alexander,Fashion,896845,2.7,59,265949,18523,162,0.55
374,"Edwards, Martinez and Smith",Food & Beverage,1254030,benjaminperkins@example.org,1374,Shannon Wells,Lifestyle,828077,4.9,91,363702,24913,2818,0.66
375,"Hill, Stewart and Brown",Food & Beverage,871535,joneschristina@example.com,1375,Jessica Diaz,Food,449085,5.7,92,181970,28241,1592,0.56
376,Rodriguez-Lopez,Health & Wellness,1578816,stricklandchristopher@example.com,1376,Thomas Hill,Food,150331,2.1,60,148647,37905,453,0.52
377,Taylor Ltd,Apparel,675492,dicksonsusan@example.net,1377,Gregory Burton Jr.,Lifestyle,546107,3.7,87,85745,8547,113,0.55
378,"Sims, Chung and Higgins",Technology,131646,juan90@example.com,1378,Mark Little,Automotive,359015,3.2,95,162313,27263,2161,0.7
379,Clark-Howard,Health & Wellness,202938,ashley28@example.net,1379,Julie Cox,Travel,269128,5.6,64,403189,43290,2719,0.79
380,Andrews-Cabrera,Automotive,573037,pwilliams@example.com,1380,Jessica Mckay,Lifestyle,474521,4.6,79,306229,7146,1722,0.8
381,"Johnson, Miller and Lara",Entertainment,1777361,diana40@example.org,1381,Ashley Leach,Food,209238,3.2,89,189203,1727,1969,0.88
382,Walsh-Jensen,Automotive,1718368,hmorris@example.net,1382,Stacey Day,Fitness,540875,5.6,65,351505,14007,2490,0.71
383,Brown PLC,Technology,1255080,lgaines@example.com,1383,Kimberly Rogers,Lifestyle,163819,5.6,67,237295,48773,2269,0.67
384,Mendez-Thomas,Health & Wellness,1741422,danabyrd@example.com,1384,Alex Flores,Tech,856673,4.7,65,251910,45306,1185,0.61
385,"Tucker, Kim and Peterson",Beverages,1192255,ydeleon@example.com,1385,Jennifer Sharp,Sports,628509,3.9,85,329595,34296,865,0.6
386,Sexton-Moore,Health & Wellness,1155079,carla44@example.com,1386,Bonnie Erickson,Fashion,757189,5.0,71,276859,16544,1124,0.77
387,Taylor and Sons,Technology,291069,alicecarson@example.org,1387,Matthew Brown,Sports,237893,5.8,73,43082,27234,1567,0.81
388,"Miller, Velez and Williams",Health & Wellness,1645313,victor53@example.com,1388,Mitchell Whitaker,Food,295911,2.4,75,257075,3127,1667,0.75
389,Anderson Group,Automotive,956972,shanecraig@example.net,1389,Hannah Harris,Automotive,228330,2.6,74,272028,37051,695,0.58
390,Morales Inc,Automotive,83769,khoward@example.com,1390,John Bennett,Fitness,440956,3.7,69,7603,27397,1421,0.52
391,Pugh Group,Technology,1637267,hodgestracy@example.org,1391,Ricky Malone,Lifestyle,442329,4.6,95,415485,20228,1492,0.53
392,Thomas-Rodriguez,Beverages,1015598,blevinsamanda@example.com,1392,Justin Fox,Tech,889160,4.8,77,210594,42098,1395,0.57
393,Huang LLC,Food & Beverage,1699480,hernandezmonica@example.org,1393,William Lowe,Sports,865184,2.4,51,40095,9158,617,0.52
394,"Martinez, Alexander and Harrell",Technology,434618,caroldaniel@example.net,1394,Blake Burgess,Travel,61504,5.0,76,57478,35453,428,0.56
395,"Anderson, King and Maxwell",Technology,1892963,scott48@example.net,1395,Jeffrey Vasquez,Food,948565,2.9,75,237134,19255,1217,0.69
396,Roy-Baird,Automotive,1540184,brittany21@example.net,1396,Julie Villa,Tech,332989,3.1,68,118322,28899,644,0.75
397,"Yoder, Floyd and Booth",Apparel,214374,yharris@example.org,1397,Sara Howell DVM,Fitness,979451,2.1,75,284856,22459,650,0.86
398,Cohen-White,Technology,429277,christopher81@example.net,1398,Sharon Anthony,Travel,197398,3.1,92,170216,30182,2537,0.81
399,Perez Ltd,Health & Wellness,1407214,tadams@example.com,1399,Lance Key,Automotive,99148,5.8,74,37732,19667,1915,0.77
400,"Flores, Joseph and Pierce",Automotive,912550,cwright@example.org,1400,Amy Sanchez,Lifestyle,632325,5.6,87,365618,20365,1018,0.66
